📺央视频道,#genre#
CCTV-6,http://171.15.18.199:8180/TV00000000000000000006@HHZT
CCTV-6,http://nas.hssvm.com:8888/udp/225.1.1.195:5002
CCTV-6,http://wouu.net:9977/udp/239.93.1.13:2226
CCTV-6,http://zqh2333.top:2222/rtp/239.93.24.13:2226
CCTV-6,http://125.82.168.238:8888/rtp/235.254.198.55:1496
CCTV-6,http://125.82.171.210:8888/rtp/235.254.198.55:1496
CCTV-6,http://125.82.171.210:8888/rtp/235.254.198.143:1852
CCTV-7,http://api.mytv666.top/api/migu.php?id=CCTV7国防军事&type=1&auth_key=6230e745cab794f673f0d639d688ba8fea822ae2fdbc7fc764554276357715ae&t=1746202402&session=1015604b8e4ebb3e784ae1e6158f4b36
CCTV-7,https://ldocctvwbcdtxy.liveplay.myqcloud.com/ldocctvwbcd/cdrmldcctv7_1_td.m3u8
CCTV-7,http://nas.hssvm.com:8888/udp/225.1.1.138:5002
CCTV-7,http://58.19.38.162:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-7,http://live.junhao.mil.cn/rmt9502/3e6e7c5477314ec38f5e58e2a5c70024.m3u8?txSecret=57978fafb9c19880afa5c8687e8241d8&txTime=7A42BAFF
CCTV-7,http://171.15.18.199:8180/TV00000000000000000007@HHZT
CCTV-7,http://wouu.net:9977/udp/239.93.1.67:5140
CCTV-7,http://112.122.32.141:85/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-7,http://116.128.242.83:9901/tsfile/live/0008_1.m3u8
CCTV-7,http://113.109.250.108:9999/udp/239.77.1.159:5146
CCTV-7,http://125.82.168.238:8888/rtp/235.254.198.56:1500
CCTV-7,http://125.82.171.210:8888/rtp/235.254.198.56:1500
CCTV-7,http://113.109.250.108:9999/udp/239.77.0.138:5146
CCTV-7,http://113.56.95.69:53765/tsfile/live/0008_1.m3u8
CCTV-8,http://api.mytv666.top/api/migu.php?id=CCTV8电视剧&type=1&auth_key=6230e745cab794f673f0d639d688ba8fea822ae2fdbc7fc764554276357715ae&t=1746202402&session=1015604b8e4ebb3e784ae1e6158f4b36
CCTV-8,http://171.15.18.199:8180/TV00000000000000000008@HHZT
CCTV-8,http://nas.hssvm.com:8888/udp/225.1.1.196:5002
CCTV-8,http://wouu.net:9977/udp/239.93.42.39:5140
CCTV-8,http://116.128.242.83:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-8,http://125.82.168.238:8888/rtp/235.254.198.57:1504
CCTV-8,http://125.82.171.210:8888/rtp/235.254.198.57:1504
CCTV-8,http://125.82.168.238:8888/rtp/235.254.198.144:1856
CCTV-9,http://api.mytv666.top/api/migu.php?id=CCTV9纪录&type=1&auth_key=6230e745cab794f673f0d639d688ba8fea822ae2fdbc7fc764554276357715ae&t=1746202402&session=1015604b8e4ebb3e784ae1e6158f4b36
CCTV-9,http://112.46.105.20:8009/hls/509/index.m3u8
CCTV-9,http://171.15.18.199:8180/TV00000000000000000009@HHZT
CCTV-9,http://ycsj.aguihome.com:4022/udp/233.50.200.23:5140
CCTV-9,http://wouu.net:9977/udp/239.93.1.24:5140
CCTV-9,http://59.188.94.126:35455/bptv/10000100000000050000000005002664.m3u8
CCTV-9,http://119.36.148.115:59901/tsfile/live/0009_1.m3u8
CCTV-9,http://125.82.168.238:8888/rtp/235.254.198.58:1508
CCTV-9,http://113.109.250.108:9999/udp/239.77.0.135:5146
CCTV-10,http://api.mytv666.top/api/migu.php?id=CCTV10科教&type=1&auth_key=6230e745cab794f673f0d639d688ba8fea822ae2fdbc7fc764554276357715ae&t=1746202402&session=1015604b8e4ebb3e784ae1e6158f4b36
CCTV-10,http://171.15.18.199:8180/TV00000000000000000010@HHZT
CCTV-10,http://wouu.net:9977/udp/239.93.1.28:5140
CCTV-10,http://1b6467f415.iok.la:9931/tsfile/live/1030_1.m3u8
CCTV-10,http://125.82.171.210:8888/rtp/235.254.198.6:1300
CCTV-11,http://api.mytv666.top/api/migu.php?id=CCTV11戏曲&type=1&auth_key=6230e745cab794f673f0d639d688ba8fea822ae2fdbc7fc764554276357715ae&t=1746202402&session=1015604b8e4ebb3e784ae1e6158f4b36
CCTV-11,http://113.109.250.108:9999/udp/239.77.1.238:5146
CCTV-11,http://171.15.18.199:8180/TV00000000000000000011@HHZT
CCTV-11,http://113.195.8.194:9901/tsfile/live/0011_2.m3u8?key=txiptv&amp;amp;playlive=0&amp;amp;authid=0
CCTV-11,http://112.122.32.140:85/tsfile/live/0011_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV-11,http://zqh2333.top:2222/rtp/239.93.24.102:5140
CCTV-11,http://wouu.net:9977/udp/239.93.0.102:5140
CCTV-12,http://api.mytv666.top/api/migu.php?id=CCTV12社会与法&type=1&auth_key=6230e745cab794f673f0d639d688ba8fea822ae2fdbc7fc764554276357715ae&t=1746202402&session=1015604b8e4ebb3e784ae1e6158f4b36
CCTV-12,http://nas.hssvm.com:8888/udp/225.1.1.142:5002
CCTV-12,http://113.109.250.108:9999/udp/239.77.1.109:5146
CCTV-12,http://113.109.250.108:9999/udp/239.77.0.136:5146
CCTV-12,http://171.15.18.199:8180/TV00000000000000000012@HHZT
CCTV-12,http://175.9.44.63:8081/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-12,http://wouu.net:9977/udp/239.93.1.30:8124
CCTV-12,http://101.65.132.218:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-12,http://125.82.171.210:8888/rtp/235.254.198.60:1516
CCTV-12,http://e2.woc.iiiya.cn:28888/rtp/239.61.5.64:1025
CCTV-13,http://api.mytv666.top/api/migu.php?id=CCTV13新闻&type=1&auth_key=6230e745cab794f673f0d639d688ba8fea822ae2fdbc7fc764554276357715ae&t=1746202402&session=1015604b8e4ebb3e784ae1e6158f4b36
CCTV-13,https://event.pull.hebtv.com/jishi/cp1.m3u8
CCTV-13,http://ali-m-l.cztv.com/channels/lantian/channel21/1080p.m3u8
CCTV-13,http://171.15.18.199:8180/TV00000000000000000013@HHZT
CCTV-13,http://58.19.38.162:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-13,http://113.195.8.194:9901/tsfile/live/0013_2.m3u8?key=txiptv&playlive=0&authid=0
CCTV-13,http://zqh2333.top:2222/rtp/239.93.24.66:5140
CCTV-13,http://wouu.net:9977/udp/239.93.0.66:5140
CCTV-13,http://60.172.130.146:352/tsfile/live/0015_1.m3u8
CCTV-13,http://nas.hssvm.com:8888/udp/225.1.1.24:5002
CCTV-14,http://api.mytv666.top/api/migu.php?id=CCTV14少儿&type=1&auth_key=6230e745cab794f673f0d639d688ba8fea822ae2fdbc7fc764554276357715ae&t=1746202402&session=1015604b8e4ebb3e784ae1e6158f4b36
CCTV-14,http://113.109.250.108:9999/udp/239.77.1.161:5146
CCTV-14,http://113.109.250.108:9999/udp/239.77.0.133:5146
CCTV-14,https://event.pull.hebtv.com/jishi/cp2.m3u8
CCTV-14,http://171.15.18.199:8180/TV00000000000000000014@HHZT
CCTV-14,http://ycsj.aguihome.com:4022/udp/233.50.200.103:5140
CCTV-14,http://183.223.157.33:9901/tsfile/live/0014_1.m3u8?key=txiptv&amp;amp;playlive=1&amp;amp;authid=0
CCTV-14,http://wouu.net:9977/udp/239.93.1.29:6000
CCTV-14,http://101.66.194.135:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-14,http://zqh2333.top:2222/rtp/239.93.25.29:6000
CCTV-14,http://222.173.108.238:352/tsfile/live/0014_1.m3u8
CCTV-15,http://api.mytv666.top/api/migu.php?id=CCTV15音乐&type=1&auth_key=6230e745cab794f673f0d639d688ba8fea822ae2fdbc7fc764554276357715ae&t=1746202402&session=1015604b8e4ebb3e784ae1e6158f4b36
CCTV-15,http://171.15.18.199:8180/TV00000000000000000015@HHZT
CCTV-15,http://175.9.44.63:8081/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-15,http://wouu.net:9977/udp/239.93.0.103:5140
CCTV-16,http://113.109.250.108:9999/udp/239.77.0.165:5146
CCTV-16,http://125.89.163.44:8888/udp/239.77.0.165:5146
CCTV-16,http://121.19.134.222:808/tsfile/live/0016_1.m3u8
CCTV-16,http://zqh2333.top:2222/rtp/239.93.55.54:5140
CCTV-16,http://59.188.94.126:35455/bptv/10000100000000050000000004972559.m3u8
CCTV-16,http://221.7.175.127:9901/tsfile/live/1021_1.m3u8
CCTV-17,http://api.mytv666.top/api/migu.php?id=CCTV17农业农村&type=1&auth_key=6230e745cab794f673f0d639d688ba8fea822ae2fdbc7fc764554276357715ae&t=1746202402&session=1015604b8e4ebb3e784ae1e6158f4b36
CCTV-17,http://113.109.250.108:9999/udp/239.77.1.121:5146
CCTV-17,http://171.15.18.199:8180/TV00000000000000000017@HHZT
CCTV-17,http://wouu.net:9977/udp/239.93.0.92:5140
CCTV-17,http://e2.woc.iiiya.cn:28888/rtp/239.61.5.158:1025
CCTV-17,http://14.212.185.146:9901/tsfile/live/0017_1.m3u8
CCTV-5+,http://113.109.250.108:9999/udp/239.77.0.87:5146
CCTV-5+,http://nas.hssvm.com:8888/udp/225.1.1.121:5002
CCTV-5+,http://59.188.94.126:35455/bptv/10000100000000050000000003248330.m3u8
CCTV-5+,http://125.82.171.210:8888/udp/235.254.199.121:7980
CCTV-5+,http://125.82.168.238:8888/rtp/235.254.198.122:1764
CCTV-5+,http://60.209.125.254:352/tsfile/live/0016_1.m3u8
CETV2,http://121.19.134.222:808/tsfile/live/1038_1.m3u8
CETV4,https://gcalic.v.myalicdn.com/gc/wgw05_1/index.m3u8

💰央视付费频道,#genre#
高尔夫网球,http://rhsbjv7k.tvclub.xyz/iptv/FAGK589PV9BQAG/7344/index.m3u8#sop://api/migu.php?id=621984921

📡卫视频道,#genre#
广东卫视,https://txmov2.a.kwimgs.com/upic/2023/01/26/09/BMjAyMzAxMjYwOTE3NDVfNzM5MzQzNzIyXzk0NjI1OTUwNTA3XzBfMw==_b_B81ddda927d33445d544befd008e60109.mp4
广东卫视,http://113.109.250.108:9999/udp/239.77.1.2:5146
广东卫视,http://171.15.18.199:8180/TV00000000000000000031@HHZT
广东卫视,http://113.109.250.108:9999/udp/239.77.0.84:5146
广东卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=be728e&tk=6949f8ce7202
广东卫视,http://ycsj.aguihome.com:4022/udp/233.50.200.149:5140
广东卫视,http://wouu.net:9977/udp/239.93.0.181:5140
广东卫视,http://zqh2333.top:2222/rtp/239.93.24.181:5140
广东卫视,http://nas.hssvm.com:8888/udp/225.1.1.116:5002
广东卫视,http://124.95.180.107:6718/1.v.smtcdns.net/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225547/index.m3u8
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003873464.m3u8
浙江卫视,http://ali-m-l.cztv.com:80/channels/lantian/channel001/1080p.m3u8
浙江卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=f30e23&tk=6949f8ce7202
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8?
浙江卫视,http://113.109.250.108:9999/udp/239.77.1.33:5146
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
浙江卫视,http://171.15.18.199:8180/TV00000000000000000020@HHZT
浙江卫视,http://ycsj.aguihome.com:4022/udp/233.50.200.145:5140
浙江卫视,http://zqh2333.top:2222/rtp/239.93.24.124:5140
浙江卫视,http://wouu.net:9977/udp/239.93.0.124:5140
浙江卫视,http://nas.hssvm.com:8888/udp/225.1.1.112:5002
浙江卫视,http://125.82.168.238:8888/rtp/235.254.198.63:1528
湖南卫视,https://txmov2.a.kwimgs.com/bs3/video-hls/5199687338554291078_hlsb.m3u8
湖南卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003873458.m3u8
湖南卫视,http://171.15.18.199:8180/TV00000000000000000018@HHZT
湖南卫视,http://wouu.net:9977/udp/239.93.0.88:5140
湖南卫视,http://125.89.163.44:8888/udp/239.77.1.5:5146
湖南卫视,http://223.241.247.214:9901/tsfile/live/1009_1.m3u8
湖南卫视,http://113.109.250.108:9999/udp/239.77.1.5:5146
湖南卫视,http://nas.hssvm.com:8888/udp/225.1.1.114:5002
北京卫视,https://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s1/index.m3u8?time=1746655209&sign=d5c55bf55c42833df06cbdd213be2ac0
北京卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003870776.m3u8
北京卫视,http://omnix.cn:4000/udp/225.1.8.21:8002
北京卫视,https://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s1/index.m3u8?time=1746619209&sign=6fd9edde3d43955355c47073089209b9
北京卫视,http://nas.hssvm.com:8888/udp/225.1.1.113:5002
北京卫视,http://wouu.net:9977/udp/239.93.0.180:5140
北京卫视,http://125.82.168.238:8888/rtp/235.254.198.66:1540
湖北卫视,http://api.mytv666.top/api/migu.php?id=湖北卫视&type=1&auth_key=6230e745cab794f673f0d639d688ba8fea822ae2fdbc7fc764554276357715ae&t=1746202402&session=1015604b8e4ebb3e784ae1e6158f4b36
湖北卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003873465.m3u8
湖北卫视,http://171.15.18.199:8180/TV00000000000000000025@HHZT
湖北卫视,http://nas.hssvm.com:8888/udp/225.1.1.147:5002
湖北卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8de0e3&tk=6949f8ce7202
湖北卫视,http://14.212.185.146:9901/tsfile/live/0132_1.m3u8
湖北卫视,http://wouu.net:9977/udp/239.93.0.250:5140
湖北卫视,http://113.109.250.108:9999/udp/239.77.1.93:5146
湖北卫视,http://125.82.168.238:8888/rtp/235.254.198.72:1564
黑龙江卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003873470.m3u8
黑龙江卫视,http://nas.hssvm.com:8888/udp/225.1.1.115:5002
黑龙江卫视,http://171.15.18.199:8180/TV00000000000000000027@HHZT
黑龙江卫视,http://ycsj.aguihome.com:4022/udp/233.50.201.115:5140
黑龙江卫视,http://113.140.12.230:8888/newlive/live/hls/42/live.m3u8
黑龙江卫视,http://ycsj.aguihome.com:4022/udp/233.50.200.189:5140
黑龙江卫视,http://1b6467f415.iok.la:9931/tsfile/live/1070_1.m3u8
黑龙江卫视,http://125.82.168.238:8888/rtp/235.254.198.70:1556
黑龙江卫视,http://125.82.171.210:8888/rtp/235.254.198.70:1556
安徽卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003873469.m3u8
安徽卫视,http://nas.hssvm.com:8888/udp/225.1.1.127:5002
安徽卫视,http://ycsj.aguihome.com:4022/udp/233.50.200.106:5140
安徽卫视,http://wouu.net:9977/udp/239.93.1.106:5140
安徽卫视,http://113.109.250.108:9999/udp/239.77.1.92:5146
安徽卫视,http://125.82.171.210:8888/rtp/235.254.198.65:1536
安徽卫视,http://125.82.168.238:8888/rtp/235.254.198.65:1536
重庆卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000004796458.m3u8
重庆卫视,http://113.109.250.108:9999/udp/239.77.1.162:5146
重庆卫视,http://nas.hssvm.com:8888/udp/225.1.1.155:5002
重庆卫视,http://171.15.18.199:8180/TV00000000000000000030@HHZT
重庆卫视,http://113.195.8.194:9901/tsfile/live/0142_2.m3u8?key=txiptv&playlive=0&authid=0
重庆卫视,http://wouu.net:9977/udp/239.93.1.107:5140
重庆卫视,http://222.169.85.8:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://222.173.108.238:352/tsfile/live/1016_1.m3u8
东方卫视,https://txmov2.a.kwimgs.com/bs3/video-hls/5219953535631090825_hlsb.m3u8
东方卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003873462.m3u8
东方卫视,http://aktv_stream1.m16tv.cfd/stream/aktv3/null/AKTV.m3u8
东方卫视,http://ycsj.aguihome.com:4022/udp/233.50.201.125:5140
东方卫视,http://171.15.18.199:8180/TV00000000000000000021@HHZT
东方卫视,http://p.ytelc.com/m3u8.html?id=http://cc-ynbit-wszhibo.ifengli.com:2000/live/shdfws-hd/2500.m3u8?innersid=6998114529464369318
东方卫视,http://zqh2333.top:2222/rtp/239.93.24.123:5140
东方卫视,http://wouu.net:9977/udp/239.93.0.123:5140
东方卫视,http://113.56.95.69:53765/tsfile/live/1007_1.m3u8
东方卫视,http://113.109.250.108:9999/udp/239.77.1.218:5146
东方卫视,http://125.82.171.210:8888/rtp/235.254.198.33:1408
东方卫视,http://125.82.171.210:8888/rtp/235.254.198.73:1568
东方卫视,http://125.82.168.238:8888/rtp/235.254.198.73:1568
东南卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003873473.m3u8
东南卫视,http://live.zohi.tv/video/s10001-fztv-3/index.m3u8
东南卫视,http://171.15.18.199:8180/TV00000000000000000033@HHZT
东南卫视,http://wouu.net:9977/udp/239.93.0.42:5140
东南卫视,http://1b6467f415.iok.la:9931/tsfile/live/1075_1.m3u8
甘肃卫视,http://wouu.net:9977/udp/239.93.0.81:5140
甘肃卫视,http://zqh2333.top:2222/rtp/239.93.24.81:5140
甘肃卫视,http://223.241.247.214:9901/tsfile/live/0141_1.m3u8
甘肃卫视,http://nas.hssvm.com:8888/udp/225.1.1.30:5002
广西卫视,https://hlscdn.liangtv.cn/live/0c4ef3a44b934cacb8b47121dfada66c/d7e04258157b480dae53883cc6f8123b.m3u8
广西卫视,https://hlscdn.liangtv.cn/live/de0f97348eb84f62aa6b7d8cf0430770/dd505d87880c478f901f38560ca4d4e6.m3u8
广西卫视,http://171.15.18.199:8180/TV00000000000000000032@HHZT
广西卫视,http://nas.hssvm.com:8888/udp/225.1.2.81:5002
广西卫视,http://113.195.8.194:9901/tsfile/live/0113_2.m3u8?key=txiptv&amp;amp;playlive=0&amp;amp;authid=0
广西卫视,http://zqh2333.top:2222/rtp/239.93.55.46:5140
广西卫视,http://live.cztv.cc:85/live/ggpd.m3u8
贵州卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003873471.m3u8
贵州卫视,http://wouu.net:9977/udp/239.93.0.131:5140
海南卫视,http://171.15.18.199:8180/TV00000000000000000028@HHZT
海南卫视,http://14.212.185.146:9901/tsfile/live/1008_1.m3u8
海南卫视,http://139.196.214.238/rtp/239.45.1.81:5140
海南卫视,http://nas.hssvm.com:8888/udp/225.1.2.82:5002
河北卫视,http://113.109.250.108:9999/udp/239.77.0.148:5146
河北卫视,http://nas.hssvm.com:8888/udp/225.1.2.27:5002
河北卫视,http://171.15.18.199:8180/TV00000000000000000035@HHZT
河北卫视,http://wouu.net:9977/udp/239.93.0.132:5140
河北卫视,http://113.109.250.108:9999/udp/239.77.1.214:5146
河南卫视,http://1.94.31.214/php/hntv.php
河南卫视,http://113.109.250.108:9999/udp/239.77.0.17:5146
河南卫视,http://113.109.250.108:9999/udp/239.77.1.229:5146
河南卫视,http://171.15.18.199:8180/TV00000000000000000016@HHZT
河南卫视,http://ycsj.aguihome.com:4022/udp/233.50.201.144:5140
河南卫视,http://ik6.iptv8.net:8888/rtp/225.1.4.254:1300
河南卫视,http://wouu.net:9977/udp/239.93.42.45:5140
河南卫视,http://111.14.181.15:9901/tsfile/live/0139_1.m3u8
河南卫视,http://14.212.185.146:9901/tsfile/live/0139_1.m3u8
吉林卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000004972569.m3u8
吉林卫视,http://171.15.18.199:8180/TV00000000000000000036@HHZT
吉林卫视,http://wouu.net:9977/udp/239.93.0.248:5140
吉林卫视,http://zqh2333.top:2222/rtp/239.93.24.248:5140
江苏卫视,https://txmov2.a.kwimgs.com/upic/2023/02/07/12/BMjAyMzAyMDcxMjQ3NDlfNzM5MzQzNzIyXzk1NjcxMTk5ODM5XzBfMw==_b_Bb92095c7df3c98b458dd14abf1d4b575.mp4
江苏卫视,http://api.mytv666.top/api/migu.php?id=江苏卫视&type=1&auth_key=6230e745cab794f673f0d639d688ba8fea822ae2fdbc7fc764554276357715ae&t=1746202402&session=1015604b8e4ebb3e784ae1e6158f4b36
江苏卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003873461.m3u8
江苏卫视,http://113.109.250.108:9999/udp/239.77.1.18:5146
江苏卫视,http://ycsj.aguihome.com:4022/udp/233.50.200.144:5140
江苏卫视,http://nas.hssvm.com:8888/udp/225.1.1.126:5002
江苏卫视,http://wouu.net:9977/udp/239.93.0.89:5140
江苏卫视,http://zqh2333.top:2222/rtp/239.93.24.89:5140
江苏卫视,http://101.66.199.75:9901/tsfile/live/0017_1.m3u8?key=txiptv&playlive=0&authid=0
江苏卫视,http://1b6467f415.iok.la:9931/tsfile/live/1060_1.m3u8
江苏卫视,http://58.213.65.146:352/tsfile/live/0127_1.m3u8
江西卫视,http://api.mytv666.top/api/migu.php?id=江西卫视&type=1&auth_key=6230e745cab794f673f0d639d688ba8fea822ae2fdbc7fc764554276357715ae&t=1746202402&session=1015604b8e4ebb3e784ae1e6158f4b36
江西卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000004796511.m3u8
江西卫视,http://113.109.250.108:9999/udp/239.77.1.219:5146
江西卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=822f31&tk=6949f8ce7202
江西卫视,http://nas.hssvm.com:8888/udp/225.1.2.29:5002
江西卫视,http://zqh2333.top:2222/rtp/239.93.24.134:5140
江西卫视,http://wouu.net:9977/udp/239.93.0.134:5140
辽宁卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003873468.m3u8
辽宁卫视,http://125.82.171.210:8888/rtp/235.254.198.68:1548
辽宁卫视,http://112.122.33.152:85/tsfile/live/0121_1.m3u8?key=txiptv&playlive=0&authid=0
辽宁卫视,http://106.46.114.7:8011/tsfile/live/0121_1.m3u8?key=txiptv&playlive=0&authid=0
辽宁卫视,http://wouu.net:9977/udp/239.93.1.108:5140
辽宁卫视,http://nas.hssvm.com:8888/udp/225.1.1.154:5002
内蒙古卫视,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
内蒙古卫视,https://livestream-bt.nmtv.cn/nmtv/3208526general.m3u8?txSecret=eb5a3102dd5406c7ffeddf560b024952&txTime=76B2F9A0
内蒙古卫视,http://125.82.171.210:8888/rtp/235.254.198.42:1444
内蒙古卫视,http://38827sf80aj6.vicp.fun:9901/tsfile/live/0109_1.m3u8?key=txiptv
青海卫视,http://nas.hssvm.com:8888/udp/225.1.1.54:5002
青海卫视,http://101.23.150.109:9901/tsfile/live/0140_1.m3u8
山东卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003873467.m3u8
山东卫视,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8
山东卫视,http://171.15.18.199:8180/TV00000000000000000024@HHZT
山东卫视,http://wouu.net:9977/udp/239.93.0.168:5140
山东卫视,http://1b6467f415.iok.la:9931/tsfile/live/1065_1.m3u8
山东卫视,http://zqh2333.top:2222/rtp/239.93.24.168:5140
